Department,JobRole,Age Band,Age,Business Unit,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,Job Type,MaritalStatus,MonthlyIncome  ,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Sick Days,Balance Days
Research & Development,Manager,35 - 44,42,Banglore,No,Travel_Rarely,Other,4,Male,5,Medium,Part Time,Single,19613,8,No,Good,Better,1,0,0,3,18
Research & Development,Laboratory Technician,25 - 34,35,Pune,No,Travel_Rarely,Life Sciences,2,Male,2,High,Full Time,Married,3407,1,No,Outstanding,Good,10,9,6,4,11
Research & Development,Healthcare Representative,35 - 44,34,Banglore,No,Travel_Frequently,Technical Degree,4,Male,2,High,Part Time,Married,5063,1,No,Low,Bad,8,2,7,4,13
Sales,Sales Executive,45 - 54,40,Mumbai,No,Travel_Rarely,Life Sciences,4,Female,2,High,Part Time,Married,4639,1,No,Low,Bad,5,4,1,8,16
Research & Development,Laboratory Technician,35 - 44,43,Pune,No,Travel_Rarely,Technical Degree,4,Male,1,Very High,Part Time,Divorced,4876,5,No,Outstanding,Good,6,4,0,8,13
Research & Development,Laboratory Technician,25 - 34,35,Banglore,No,Travel_Rarely,Life Sciences,3,Male,1,High,Full Time,Married,2690,1,No,Excellent,Bad,1,0,0,12,5
Sales,Manager,35 - 44,46,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,4,Medium,Full Time,Single,17567,1,No,Excellent,Better,26,0,0,1,11
Research & Development,Laboratory Technician,35 - 44,28,Hyderabad,Yes,Travel_Rarely,Medical,3,Male,1,Very High,Full Time,Married,2408,1,Yes,Excellent,Bad,1,1,0,12,12
Research & Development,Research Scientist,45 - 54,22,Pune,No,Non-Travel,Other,2,Female,1,Medium,Part Time,Married,2814,1,Yes,Low,Good,4,2,1,1,16
Research & Development,Healthcare Representative,25 - 34,50,Banglore,No,Travel_Frequently,Medical,2,Male,4,High,Part Time,Married,11245,2,Yes,Low,Bad,30,8,12,9,14
Research & Development,Research Scientist,25 - 34,32,Mumbai,No,Travel_Rarely,Other,2,Female,1,High,Part Time,Married,3312,3,No,Outstanding,Best,3,2,0,4,16
Research & Development,Research Director,25 - 34,44,Pune,No,Travel_Rarely,Medical,2,Female,5,Very High,Part Time,Divorced,19049,0,Yes,Good,Good,22,7,1,1,15
Research & Development,Research Scientist,25 - 34,30,Hyderabad,No,Travel_Rarely,Medical,2,Male,1,High,Part Time,Married,2141,1,No,Excellent,Better,6,4,1,8,16
Research & Development,Laboratory Technician,35 - 44,45,Banglore,No,Travel_Rarely,Medical,3,Female,2,High,Full Time,Single,5769,1,Yes,Excellent,Good,10,7,1,3,5
Sales,Sales Executive,25 - 34,45,Banglore,No,Non-Travel,Marketing,1,Male,2,High,Full Time,Married,4385,1,No,Good,Better,10,7,4,12,14
Sales,Sales Executive,25 - 34,31,Pune,No,Travel_Frequently,Other,4,Male,2,High,Part Time,Single,5332,7,No,Low,Best,5,2,0,7,10
Research & Development,Manufacturing Director,35 - 44,36,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,2,Medium,Part Time,Married,4663,9,Yes,Low,Good,3,2,1,2,9
Research & Development,Manufacturing Director,Over 55,34,Hyderabad,No,Travel_Frequently,Life Sciences,3,Male,2,High,Full Time,Divorced,4724,1,No,Excellent,Best,9,7,7,3,12
Research & Development,Laboratory Technician,25 - 34,49,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,1,Very High,Part Time,Married,3211,1,No,Outstanding,Good,9,6,1,6,15
Research & Development,Manufacturing Director,35 - 44,39,Mumbai,No,Travel_Rarely,Medical,2,Male,2,Very High,Part Time,Married,5377,2,No,Excellent,Better,7,7,7,4,20
Research & Development,Laboratory Technician,25 - 34,27,Mumbai,No,Travel_Rarely,Other,4,Male,1,High,Full Time,Divorced,4066,1,No,Outstanding,Good,7,7,0,4,20
Research & Development,Research Scientist,35 - 44,35,Mumbai,No,Travel_Rarely,Life Sciences,2,Male,2,Medium,Part Time,Married,5208,1,No,Good,Good,16,15,1,4,12
Research & Development,Manufacturing Director,35 - 44,28,Pune,No,Travel_Rarely,Medical,2,Female,2,Medium,Part Time,Divorced,4877,0,No,Good,Best,5,3,0,4,18
Research & Development,Research Scientist,45 - 54,21,Hyderabad,No,Travel_Rarely,Medical,3,Male,1,Very High,Full Time,Single,3117,1,No,Outstanding,Bad,2,2,2,10,5
Sales,Sales Representative,35 - 44,18,Mumbai,Yes,Travel_Frequently,Medical,2,Female,1,Very High,Part Time,Single,1569,1,Yes,Excellent,Good,0,0,0,6,13
Human Resources,Manager,35 - 44,47,Banglore,No,Travel_Rarely,Life Sciences,4,Female,5,Low,Part Time,Married,19658,3,No,Outstanding,Better,5,2,1,6,16
Research & Development,Laboratory Technician,Over 55,39,Banglore,No,Travel_Rarely,Medical,3,Male,2,Medium,Part Time,Divorced,3069,0,No,Outstanding,Good,10,8,0,9,14
Research & Development,Manufacturing Director,45 - 54,40,Pune,No,Travel_Rarely,Life Sciences,1,Female,3,Low,Part Time,Married,10435,1,No,Good,Best,18,15,14,10,20
Research & Development,Healthcare Representative,25 - 34,35,Pune,No,Non-Travel,Life Sciences,3,Female,2,Low,Full Time,Married,4148,1,No,Good,Good,14,11,2,6,10
Research & Development,Manufacturing Director,25 - 34,37,Pune,No,Travel_Rarely,Life Sciences,3,Male,2,Very High,Part Time,Married,5768,3,No,Excellent,Better,4,3,0,8,6
Research & Development,Manufacturing Director,25 - 34,39,Hyderabad,No,Travel_Frequently,Medical,1,Female,2,Medium,Full Time,Single,5042,0,No,Excellent,Better,9,2,3,4,19
Research & Development,Manufacturing Director,45 - 54,45,Hyderabad,No,Travel_Rarely,Other,4,Female,2,High,Part Time,Divorced,5770,1,No,Outstanding,Best,10,7,3,7,16
Research & Development,Manufacturing Director,Under 25,38,Hyderabad,No,Travel_Rarely,Medical,4,Female,3,Medium,Part Time,Married,7756,3,Yes,Good,Bad,5,4,0,8,17
Sales,Sales Executive,Under 25,35,Mumbai,Yes,Travel_Rarely,Medical,4,Male,3,Very High,Full Time,Married,10306,9,No,Outstanding,Bad,13,12,6,3,17
Research & Development,Research Scientist,35 - 44,37,Pune,No,Travel_Rarely,Medical,2,Female,1,High,Full Time,Married,3936,1,No,Low,Better,8,4,7,7,14
Research & Development,Manufacturing Director,35 - 44,40,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,3,High,Full Time,Single,7945,6,Yes,Low,Bad,4,2,3,12,17
Human Resources,Human Resources,35 - 44,44,Mumbai,No,Travel_Frequently,Human Resources,1,Male,2,Low,Part Time,Married,5743,4,Yes,Outstanding,Better,10,7,0,5,5
Research & Development,Manager,25 - 34,48,Mumbai,No,Travel_Frequently,Medical,3,Male,4,Very High,Part Time,Married,15202,2,No,Low,Bad,2,2,2,2,9
Sales,Sales Executive,35 - 44,35,Pune,Yes,Travel_Rarely,Medical,1,Male,2,Medium,Full Time,Divorced,5440,6,Yes,Good,Good,2,2,2,1,7
Research & Development,Research Scientist,25 - 34,24,Mumbai,No,Travel_Frequently,Technical Degree,1,Female,1,Very High,Part Time,Single,3760,1,Yes,Excellent,Best,6,3,1,11,19
Research & Development,Research Scientist,45 - 54,27,Hyderabad,No,Travel_Rarely,Medical,2,Female,1,Medium,Part Time,Married,3517,7,No,Low,Best,3,2,0,9,20
Research & Development,Research Scientist,45 - 54,27,Banglore,No,Travel_Frequently,Medical,4,Male,1,Low,Full Time,Single,2580,2,No,Excellent,Good,4,2,1,2,14
Research & Development,Laboratory Technician,25 - 34,40,Banglore,Yes,Travel_Rarely,Life Sciences,1,Male,1,Medium,Full Time,Single,2166,3,Yes,Excellent,Better,4,2,0,12,14
Sales,Sales Executive,25 - 34,29,Pune,No,Travel_Rarely,Medical,3,Male,2,Medium,Part Time,Single,5869,9,No,Outstanding,Best,5,2,1,4,6
Research & Development,Healthcare Representative,45 - 54,36,Banglore,No,Travel_Rarely,Life Sciences,2,Female,3,Medium,Full Time,Married,8008,4,No,Low,Better,3,2,0,8,17
Research & Development,Manufacturing Director,35 - 44,25,Pune,No,Travel_Frequently,Life Sciences,4,Male,2,Very High,Part Time,Divorced,5206,1,No,Good,Good,7,7,0,10,16
Research & Development,Manufacturing Director,25 - 34,39,Pune,No,Travel_Rarely,Medical,4,Male,2,Medium,Part Time,Married,5295,4,No,Excellent,Best,5,4,1,9,15
Research & Development,Research Director,45 - 54,49,Mumbai,No,Travel_Rarely,Other,1,Female,4,Low,Full Time,Married,16413,3,No,Low,Better,4,2,1,4,10
Research & Development,Research Director,35 - 44,50,Banglore,No,Travel_Rarely,Life Sciences,4,Female,3,Medium,Part Time,Divorced,13269,5,No,Excellent,Best,14,11,1,12,7
Sales,Sales Representative,25 - 34,20,Banglore,No,Travel_Rarely,Medical,3,Female,1,High,Full Time,Single,2783,1,No,Good,Bad,2,2,2,8,16
Research & Development,Research Scientist,25 - 34,34,Banglore,No,Travel_Rarely,Life Sciences,4,Female,2,High,Part Time,Divorced,5433,1,No,Good,Better,11,8,7,5,12
Research & Development,Laboratory Technician,25 - 34,36,Pune,No,Travel_Rarely,Life Sciences,1,Male,1,Very High,Part Time,Single,2013,2,No,Low,Good,4,3,1,11,15
Research & Development,Healthcare Representative,25 - 34,49,Banglore,No,Travel_Rarely,Life Sciences,3,Female,4,Low,Part Time,Married,13966,2,Yes,Low,Bad,15,11,2,12,16
Research & Development,Manufacturing Director,25 - 34,36,Mumbai,No,Non-Travel,Medical,4,Female,2,Medium,Part Time,Married,4374,0,No,Outstanding,Best,3,2,1,4,8
Research & Development,Healthcare Representative,25 - 34,36,Pune,No,Travel_Rarely,Life Sciences,4,Male,2,Very High,Part Time,Divorced,6842,6,No,Excellent,Good,5,4,0,1,9
Research & Development,Manager,35 - 44,54,Mumbai,No,Travel_Rarely,Medical,2,Female,4,High,Part Time,Married,17426,3,No,Low,Bad,10,8,4,7,20
Research & Development,Research Director,35 - 44,43,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,4,Low,Part Time,Married,17603,1,No,Good,Bad,14,10,6,10,11
Sales,Sales Executive,35 - 44,35,Banglore,Yes,Travel_Frequently,Other,4,Male,2,Medium,Part Time,Single,4581,3,Yes,Excellent,Bad,11,9,6,11,5
Research & Development,Research Scientist,35 - 44,38,Pune,No,Travel_Frequently,Life Sciences,4,Male,2,Very High,Part Time,Married,4735,7,No,Excellent,Better,13,11,2,9,8
Sales,Sales Executive,25 - 34,29,Pune,No,Travel_Rarely,Medical,1,Male,2,High,Full Time,Divorced,4187,1,Yes,Good,Best,10,0,0,8,14
Sales,Sales Executive,25 - 34,33,Hyderabad,No,Travel_Rarely,Medical,4,Male,2,High,Full Time,Divorced,5505,1,No,Low,Bad,6,2,0,8,17
Research & Development,Research Scientist,Under 25,32,Banglore,No,Travel_Rarely,Medical,4,Male,2,Very High,Full Time,Divorced,5470,0,No,Low,Bad,9,5,1,10,19
Sales,Sales Executive,35 - 44,31,Banglore,No,Travel_Rarely,Life Sciences,1,Female,2,Medium,Part Time,Married,5476,1,No,Outstanding,Good,10,0,0,9,20
Research & Development,Laboratory Technician,35 - 44,49,Hyderabad,No,Travel_Rarely,Medical,4,Female,1,Low,Part Time,Divorced,2587,4,Yes,Outstanding,Good,2,2,2,2,8
Research & Development,Laboratory Technician,35 - 44,38,Mumbai,No,Travel_Frequently,Medical,4,Female,1,High,Full Time,Single,2440,1,No,Low,Best,4,3,3,11,14
Sales,Manager,25 - 34,47,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,4,Low,Full Time,Divorced,15972,6,No,Good,Good,3,2,1,3,5
Research & Development,Manager,Under 25,49,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,4,Medium,Part Time,Single,15379,4,No,Outstanding,Best,8,7,0,9,9
Sales,Sales Executive,35 - 44,41,Banglore,No,Travel_Rarely,Life Sciences,4,Male,3,Very High,Full Time,Single,7082,3,Yes,Excellent,Good,2,0,0,3,9
Sales,Sales Representative,35 - 44,20,Pune,No,Travel_Rarely,Life Sciences,4,Male,1,Very High,Full Time,Single,2728,1,No,Low,Best,2,2,0,9,12
Sales,Sales Executive,35 - 44,33,Mumbai,No,Non-Travel,Life Sciences,3,Female,2,Medium,Full Time,Divorced,5368,1,Yes,Excellent,Bad,6,5,1,4,7
Research & Development,Healthcare Representative,35 - 44,36,Mumbai,No,Travel_Rarely,Life Sciences,1,Male,2,Low,Full Time,Married,5347,6,No,Excellent,Bad,3,2,0,7,7
Human Resources,Human Resources,25 - 34,44,Pune,No,Travel_Rarely,Life Sciences,3,Female,1,Very High,Full Time,Divorced,3195,4,Yes,Excellent,Bad,2,2,2,12,12
Research & Development,Laboratory Technician,25 - 34,23,Pune,Yes,Travel_Rarely,Medical,4,Male,1,High,Full Time,Single,3989,1,Yes,Good,Best,5,4,1,12,8
Research & Development,Laboratory Technician,35 - 44,38,Mumbai,No,Travel_Rarely,Medical,4,Female,1,High,Full Time,Married,3306,7,No,Low,Good,0,0,0,10,9
Research & Development,Healthcare Representative,25 - 34,53,Mumbai,No,Travel_Rarely,Medical,2,Male,3,High,Full Time,Married,7005,3,No,Low,Better,4,3,1,3,9
Sales,Sales Representative,Over 55,48,Pune,Yes,Travel_Frequently,Medical,4,Female,1,Medium,Part Time,Married,2655,2,Yes,Good,Bad,9,7,7,9,16
Research & Development,Laboratory Technician,35 - 44,32,Hyderabad,Yes,Travel_Rarely,Life Sciences,4,Male,1,High,Full Time,Single,1393,1,No,Good,Good,1,0,0,5,13
Research & Development,Laboratory Technician,25 - 34,26,Mumbai,No,Non-Travel,Medical,4,Male,1,High,Full Time,Single,2570,1,No,Good,Better,7,7,5,12,9
Research & Development,Research Scientist,35 - 44,55,Banglore,No,Travel_Rarely,Technical Degree,1,Male,1,Medium,Full Time,Divorced,3537,5,No,Low,Better,4,2,1,12,11
Research & Development,Laboratory Technician,35 - 44,34,Pune,No,Travel_Rarely,Medical,2,Male,2,Very High,Part Time,Married,3986,1,No,Good,Better,15,10,4,8,14
Research & Development,Healthcare Representative,Under 25,60,Hyderabad,No,Travel_Rarely,Medical,3,Male,3,Medium,Full Time,Divorced,10883,3,No,Outstanding,Best,1,0,0,7,11
Research & Development,Laboratory Technician,25 - 34,33,Pune,No,Travel_Rarely,Medical,2,Male,1,Low,Full Time,Married,2028,1,No,Outstanding,Good,14,11,2,8,7
Sales,Sales Executive,35 - 44,37,Hyderabad,No,Travel_Frequently,Medical,3,Male,2,Low,Full Time,Divorced,9525,1,No,Outstanding,Better,6,3,1,11,14
Research & Development,Research Scientist,Under 25,34,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,1,Medium,Part Time,Married,2929,1,No,Excellent,Best,10,9,8,1,9
Sales,Sales Representative,35 - 44,23,Banglore,Yes,Travel_Rarely,Life Sciences,3,Male,1,Low,Part Time,Divorced,2275,1,Yes,Low,Good,3,2,0,9,15
Research & Development,Healthcare Representative,35 - 44,44,Banglore,No,Travel_Rarely,Life Sciences,3,Female,3,Very High,Part Time,Married,7879,1,Yes,Low,Best,8,7,6,2,6
Research & Development,Research Scientist,35 - 44,35,Banglore,No,Travel_Frequently,Medical,1,Male,1,Medium,Full Time,Single,4930,0,Yes,Low,Good,5,4,1,2,14
Sales,Sales Executive,25 - 34,43,Hyderabad,No,Travel_Rarely,Medical,4,Male,2,Very High,Full Time,Married,7847,1,Yes,Low,Good,10,9,8,12,11
Research & Development,Research Scientist,45 - 54,24,Banglore,No,Travel_Rarely,Medical,3,Male,1,High,Full Time,Married,4401,1,No,Low,Better,5,3,0,8,18
Sales,Sales Executive,45 - 54,41,Hyderabad,No,Travel_Rarely,Marketing,4,Male,3,High,Full Time,Single,9241,1,No,Outstanding,Better,10,8,8,5,11
Research & Development,Laboratory Technician,Under 25,29,Banglore,No,Travel_Rarely,Medical,4,Female,1,High,Part Time,Married,2974,9,No,Low,Good,5,3,1,12,9
Sales,Sales Representative,25 - 34,36,Pune,No,Travel_Rarely,Life Sciences,3,Female,2,High,Part Time,Single,4502,3,No,Low,Best,13,7,6,6,5
Research & Development,Healthcare Representative,35 - 44,45,Banglore,No,Non-Travel,Life Sciences,3,Male,3,Low,Part Time,Married,10748,3,No,Excellent,Bad,23,15,14,12,13
Human Resources,Human Resources,25 - 34,24,Banglore,Yes,Travel_Rarely,Human Resources,4,Male,1,High,Full Time,Married,1555,1,No,Outstanding,Best,1,0,0,12,9
Sales,Sales Executive,25 - 34,47,Hyderabad,Yes,Travel_Frequently,Life Sciences,3,Male,4,High,Part Time,Married,12936,7,No,Outstanding,Best,23,5,14,2,14
Research & Development,Laboratory Technician,25 - 34,26,Mumbai,No,Travel_Rarely,Medical,4,Male,1,High,Full Time,Married,2305,1,No,Outstanding,Bad,3,2,0,6,20
Research & Development,Research Director,35 - 44,45,Mumbai,No,Travel_Rarely,Technical Degree,4,Female,4,Very High,Part Time,Single,16704,1,No,Low,Good,21,6,8,9,8
Research & Development,Research Scientist,35 - 44,32,Hyderabad,No,Travel_Frequently,Life Sciences,1,Male,1,Low,Full Time,Married,3433,6,No,Low,Bad,5,2,1,6,10
Research & Development,Laboratory Technician,Under 25,31,Pune,No,Travel_Rarely,Life Sciences,2,Male,1,High,Full Time,Married,3477,1,No,Low,Better,5,2,0,10,11
Human Resources,Human Resources,Under 25,41,Mumbai,No,Non-Travel,Human Resources,3,Male,2,Very High,Full Time,Married,6430,6,No,Excellent,Good,3,2,1,6,12
Research & Development,Manufacturing Director,45 - 54,40,Pune,No,Travel_Rarely,Life Sciences,2,Female,2,Low,Full Time,Married,6516,2,Yes,Excellent,Better,1,0,0,10,13
Research & Development,Laboratory Technician,25 - 34,24,Pune,No,Travel_Rarely,Medical,2,Male,1,Very High,Full Time,Divorced,3907,1,No,Low,Best,6,2,1,3,6
Research & Development,Healthcare Representative,25 - 34,46,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,2,Very High,Part Time,Single,5562,6,No,Good,Bad,10,7,0,10,20
Research & Development,Manufacturing Director,35 - 44,35,Banglore,No,Travel_Rarely,Life Sciences,4,Male,2,Very High,Part Time,Married,6883,2,No,Excellent,Better,7,7,0,9,15
Research & Development,Research Scientist,25 - 34,30,Pune,No,Travel_Rarely,Life Sciences,2,Male,1,High,Part Time,Married,2862,1,No,Excellent,Bad,10,0,0,7,17
Sales,Sales Executive,25 - 34,47,Hyderabad,No,Non-Travel,Marketing,3,Male,2,Medium,Part Time,Married,4978,7,No,Low,Best,1,0,0,1,7
Sales,Sales Executive,25 - 34,46,Banglore,No,Travel_Rarely,Life Sciences,3,Male,3,Medium,Full Time,Divorced,10368,4,Yes,Outstanding,Best,10,6,0,4,16
Sales,Sales Executive,45 - 54,36,Banglore,Yes,Travel_Rarely,Marketing,2,Male,2,Medium,Full Time,Divorced,6134,5,Yes,Good,Good,2,2,2,11,13
Sales,Sales Executive,35 - 44,32,Mumbai,Yes,Travel_Rarely,Life Sciences,1,Male,2,High,Full Time,Single,6735,6,No,Low,Good,0,0,0,2,20
Research & Development,Laboratory Technician,25 - 34,23,Mumbai,No,Travel_Rarely,Medical,3,Female,1,Medium,Part Time,Single,3295,1,No,Excellent,Good,3,2,1,3,10
Research & Development,Manufacturing Director,25 - 34,31,Mumbai,No,Travel_Frequently,Technical Degree,4,Female,2,Very High,Part Time,Single,5238,2,No,Good,Best,5,4,1,7,11
Research & Development,Laboratory Technician,25 - 34,39,Hyderabad,No,Non-Travel,Life Sciences,4,Male,2,Low,Full Time,Married,6472,1,Yes,Outstanding,Best,9,8,5,10,13
Sales,Sales Executive,25 - 34,32,Mumbai,No,Travel_Rarely,Life Sciences,4,Male,3,Low,Part Time,Married,9610,3,No,Low,Bad,4,3,0,4,6
Sales,Manager,35 - 44,40,Hyderabad,No,Travel_Rarely,Medical,2,Male,5,Medium,Full Time,Single,19833,1,No,Outstanding,Better,21,8,12,8,13
Human Resources,Human Resources,25 - 34,45,Pune,No,Travel_Rarely,Life Sciences,3,Female,3,High,Part Time,Married,9756,4,No,Excellent,Bad,5,0,0,11,19
Research & Development,Research Scientist,35 - 44,30,Banglore,No,Travel_Frequently,Technical Degree,4,Female,1,Low,Full Time,Single,4968,0,No,Excellent,Good,9,7,0,2,12
Human Resources,Human Resources,25 - 34,24,Pune,No,Travel_Frequently,Medical,1,Male,1,Medium,Full Time,Married,2145,0,No,Outstanding,Bad,2,2,2,9,19
Human Resources,Human Resources,35 - 44,30,Hyderabad,Yes,Travel_Frequently,Human Resources,3,Female,1,Very High,Part Time,Divorced,2180,6,No,Excellent,Good,4,2,1,7,10
Sales,Sales Executive,25 - 34,31,Mumbai,No,Travel_Rarely,Technical Degree,1,Male,2,Medium,Part Time,Married,8346,1,No,Outstanding,Good,5,2,0,2,11
Research & Development,Research Scientist,35 - 44,27,Pune,No,Travel_Rarely,Medical,3,Female,1,High,Part Time,Single,3445,1,No,Outstanding,Good,6,2,1,2,18
Sales,Sales Representative,35 - 44,29,Banglore,Yes,Travel_Rarely,Marketing,2,Female,1,Medium,Full Time,Single,2760,1,No,Excellent,Bad,2,2,2,1,14
Research & Development,Healthcare Representative,35 - 44,29,Pune,No,Travel_Frequently,Life Sciences,4,Male,2,Low,Part Time,Single,6294,8,Yes,Good,Best,3,2,0,4,14
Sales,Sales Executive,35 - 44,30,Mumbai,No,Travel_Rarely,Marketing,3,Male,3,Very High,Part Time,Divorced,7140,2,No,Excellent,Good,7,7,1,9,16
Research & Development,Research Scientist,25 - 34,34,Mumbai,No,Travel_Rarely,Medical,4,Male,1,Very High,Part Time,Married,2932,0,Yes,Excellent,Better,5,0,1,12,8
Sales,Sales Executive,35 - 44,33,Pune,No,Non-Travel,Marketing,4,Female,2,Low,Part Time,Single,5147,8,No,Outstanding,Good,11,7,1,4,16
Sales,Sales Executive,35 - 44,49,Banglore,No,Travel_Rarely,Marketing,4,Female,2,Low,Full Time,Single,4507,3,No,Low,Good,5,1,0,4,14
Sales,Sales Executive,35 - 44,33,Pune,Yes,Travel_Rarely,Life Sciences,1,Female,3,Low,Part Time,Single,8564,2,Yes,Good,Better,0,0,0,5,16
Research & Development,Laboratory Technician,25 - 34,38,Mumbai,No,Travel_Frequently,Medical,3,Female,1,Medium,Full Time,Married,2468,4,No,Good,Good,6,1,0,11,5
Sales,Sales Executive,25 - 34,31,Mumbai,Yes,Travel_Rarely,Marketing,1,Male,3,High,Part Time,Married,8161,2,No,Outstanding,Bad,1,0,0,3,17
Research & Development,Research Scientist,25 - 34,29,Hyderabad,No,Travel_Rarely,Technical Degree,4,Female,1,Very High,Part Time,Divorced,2109,1,No,Outstanding,Good,1,0,0,1,20
Research & Development,Healthcare Representative,25 - 34,30,Banglore,No,Travel_Rarely,Life Sciences,3,Male,2,Medium,Full Time,Married,5294,3,No,Outstanding,Good,7,0,1,5,10
Research & Development,Research Scientist,Under 25,32,Banglore,No,Non-Travel,Technical Degree,2,Male,1,Low,Full Time,Single,2718,2,No,Low,Best,7,7,0,9,20
Research & Development,Healthcare Representative,25 - 34,38,Pune,No,Travel_Rarely,Medical,2,Male,2,Low,Full Time,Married,5811,3,Yes,Low,Better,1,0,1,4,8
Research & Development,Research Scientist,35 - 44,43,Pune,Yes,Travel_Frequently,Technical Degree,3,Male,1,Very High,Part Time,Married,2437,9,Yes,Low,Good,1,0,0,1,12
Research & Development,Laboratory Technician,25 - 34,42,Mumbai,No,Travel_Rarely,Medical,2,Male,1,Very High,Full Time,Divorced,2766,8,No,Outstanding,Better,5,3,0,1,12
Research & Development,Research Director,45 - 54,55,Pune,No,Travel_Rarely,Medical,3,Male,5,Very High,Full Time,Married,19038,8,No,Good,Good,1,0,0,3,13
Research & Development,Research Scientist,Under 25,33,Mumbai,No,Non-Travel,Technical Degree,4,Male,2,Low,Part Time,Divorced,3055,5,No,Excellent,Good,9,8,1,3,20
Research & Development,Laboratory Technician,35 - 44,41,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,1,High,Full Time,Divorced,2289,1,No,Low,Best,5,3,0,8,12
Sales,Sales Executive,Under 25,34,Mumbai,No,Non-Travel,Life Sciences,4,Male,2,Medium,Part Time,Divorced,4001,1,Yes,Outstanding,Best,15,14,0,9,13
Research & Development,Manufacturing Director,25 - 34,53,Banglore,No,Non-Travel,Medical,1,Female,4,High,Part Time,Married,12965,4,Yes,Low,Bad,3,2,0,11,16
Human Resources,Human Resources,35 - 44,43,Pune,No,Travel_Rarely,Life Sciences,2,Male,1,Low,Full Time,Single,3539,0,No,Good,Bad,9,7,1,6,14
Sales,Sales Executive,35 - 44,34,Banglore,No,Travel_Rarely,Life Sciences,4,Female,2,Very High,Part Time,Single,6029,5,No,Excellent,Best,2,2,2,6,5
Sales,Sales Representative,35 - 44,21,Banglore,Yes,Travel_Rarely,Marketing,2,Male,1,Low,Full Time,Single,2679,1,No,Excellent,Better,1,0,1,4,5
Research & Development,Laboratory Technician,45 - 54,38,Mumbai,No,Travel_Rarely,Other,4,Female,1,Low,Part Time,Married,3702,1,No,Excellent,Good,5,4,0,10,20
Research & Development,Laboratory Technician,45 - 54,22,Mumbai,Yes,Travel_Rarely,Medical,3,Female,1,Medium,Full Time,Married,2398,1,Yes,Good,Bad,1,0,0,12,18
Sales,Sales Executive,25 - 34,31,Banglore,No,Travel_Rarely,Marketing,1,Female,2,Low,Full Time,Married,5468,1,No,Good,Better,12,7,5,6,16
Research & Development,Manager,35 - 44,51,Mumbai,No,Travel_Rarely,Technical Degree,1,Female,3,High,Part Time,Married,13116,2,No,Outstanding,Better,2,2,2,1,18
Sales,Sales Executive,25 - 34,37,Mumbai,No,Travel_Rarely,Marketing,2,Male,2,High,Full Time,Married,4189,1,No,Outstanding,Good,5,2,0,11,7
Research & Development,Research Director,35 - 44,46,Mumbai,No,Travel_Rarely,Medical,3,Male,5,Low,Part Time,Divorced,19328,7,Yes,Outstanding,Better,2,1,2,1,8
Research & Development,Healthcare Representative,25 - 34,36,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,3,Very High,Full Time,Married,8321,7,Yes,Outstanding,Good,12,8,5,9,18
Research & Development,Research Scientist,45 - 54,44,Hyderabad,Yes,Travel_Frequently,Medical,3,Male,1,High,Part Time,Divorced,2342,1,Yes,Low,Bad,5,3,2,10,8
Human Resources,Human Resources,35 - 44,37,Hyderabad,No,Travel_Rarely,Other,3,Male,2,High,Full Time,Divorced,4071,2,No,Excellent,Better,10,0,4,2,18
Sales,Sales Executive,35 - 44,35,Pune,Yes,Travel_Rarely,Life Sciences,3,Male,2,Low,Full Time,Single,5813,1,Yes,Low,Good,10,7,7,9,8
Research & Development,Research Scientist,35 - 44,33,Banglore,No,Travel_Rarely,Life Sciences,4,Male,1,High,Full Time,Married,3143,6,No,Excellent,Best,10,8,7,2,17
Research & Development,Research Scientist,35 - 44,28,Mumbai,No,Travel_Rarely,Life Sciences,3,Male,1,Low,Full Time,Married,2044,1,No,Outstanding,Best,5,3,0,12,20
Research & Development,Research Director,45 - 54,39,Pune,No,Travel_Rarely,Medical,3,Male,3,Low,Part Time,Single,13464,7,No,Good,Better,4,3,2,6,16
Sales,Sales Executive,45 - 54,46,Banglore,No,Non-Travel,Life Sciences,2,Male,2,Very High,Full Time,Single,7991,8,No,Outstanding,Better,2,2,2,3,17
Research & Development,Laboratory Technician,35 - 44,40,Banglore,No,Travel_Rarely,Life Sciences,3,Female,1,High,Full Time,Married,3377,4,No,Good,Better,4,3,0,2,15
Research & Development,Healthcare Representative,35 - 44,42,Mumbai,No,Travel_Rarely,Medical,2,Male,2,High,Part Time,Married,5538,5,No,Outstanding,Good,0,0,0,8,15
